locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNONLJBP_01555	CDS	609				putative HTH-type transcriptional regulator
MNONLJBP_01556	CDS	1206		1.14.-.-	COG2124	Cytochrome P450 130
MNONLJBP_01557	CDS	1368		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MNONLJBP_01558	CDS	1260	tap			Multidrug efflux pump Tap
MNONLJBP_01559	CDS	813	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
MNONLJBP_01560	CDS	1119			COG0654	putative protein
MNONLJBP_01561	CDS	474		1.1.98.-		F420H(2)-dependent quinone reductase
MNONLJBP_01562	CDS	435				hypothetical protein
MNONLJBP_01563	CDS	1389	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
MNONLJBP_01564	CDS	1194		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
MNONLJBP_01565	CDS	555				putative protein
MNONLJBP_01566	CDS	1881	pknH	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
MNONLJBP_01567	CDS	1167	embR_2		COG1716	Transcriptional regulatory protein EmbR
MNONLJBP_01568	CDS	699				hypothetical protein
MNONLJBP_01569	CDS	375				Protein
MNONLJBP_01570	CDS	735	lprA			Lipoprotein LprA
MNONLJBP_01571	CDS	342				hypothetical protein
MNONLJBP_01572	CDS	1845		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MNONLJBP_01573	CDS	1749			COG1132	putative ABC transporter ATP-binding protein
MNONLJBP_01574	CDS	558	lprB			Putative lipoprotein LprB
MNONLJBP_01575	CDS	543				hypothetical protein
MNONLJBP_01576	CDS	507		3.1.3.-	COG2062	putative protein
MNONLJBP_01577	CDS	1152				hypothetical protein
MNONLJBP_01578	CDS	2628				putative protein
MNONLJBP_01579	CDS	1587		1.1.-.-	COG2303	putative GMC-type oxidoreductase
MNONLJBP_01580	CDS	1638			COG0747	putative protein
MNONLJBP_01581	CDS	1839			COG1123	putative ABC transporter ATP-binding protein
MNONLJBP_01582	CDS	876			COG1173	Putative peptide transport permease protein
MNONLJBP_01583	CDS	978			COG0601	Putative peptide transport permease protein
MNONLJBP_01584	CDS	492	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
MNONLJBP_01585	CDS	999	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
MNONLJBP_01586	CDS	1845	cysNC		COG0529	Bifunctional enzyme CysN/CysC
MNONLJBP_01587	CDS	486			COG1959	Putative HTH-type transcriptional regulator
MNONLJBP_01588	CDS	609	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MNONLJBP_01589	CDS	996	rmlB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MNONLJBP_01590	CDS	858				hypothetical protein
MNONLJBP_01591	CDS	222	infA_1		COG0361	Translation initiation factor IF-1
MNONLJBP_01592	CDS	375	rpsM		COG0099	30S ribosomal protein S13
MNONLJBP_01593	CDS	420	rpsK_1		COG0100	30S ribosomal protein S11
MNONLJBP_01594	CDS	606	rpsD		COG0522	30S ribosomal protein S4
MNONLJBP_01595	CDS	1044	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MNONLJBP_01596	CDS	543	rplQ		COG0203	50S ribosomal protein L17
MNONLJBP_01597	CDS	771	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MNONLJBP_01598	CDS	1686				hypothetical protein
MNONLJBP_01599	CDS	681	cut3_1	3.1.1.74		putative cutinase cut3
MNONLJBP_01600	CDS	789	cut3_2	3.1.1.74		putative cutinase cut3
MNONLJBP_01601	CDS	1413	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
MNONLJBP_01602	CDS	1374	mycP4	3.4.21.-	COG1404	Mycosin-4
MNONLJBP_01603	CDS	1404	eccD1_2			ESX-1 secretion system protein EccD1
MNONLJBP_01604	CDS	3711	eccC		COG1674	ESX secretion system protein EccC
MNONLJBP_01605	CDS	1215				hypothetical protein
MNONLJBP_01606	CDS	432				hypothetical protein
MNONLJBP_01607	CDS	303	esxT		COG4842	ESAT-6-like protein EsxT
MNONLJBP_01608	CDS	588				hypothetical protein
MNONLJBP_01609	CDS	456	rpsI		COG0103	30S ribosomal protein S9
MNONLJBP_01610	CDS	1347	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
MNONLJBP_01611	CDS	312				hypothetical protein
MNONLJBP_01612	CDS	1431				hypothetical protein
MNONLJBP_01613	CDS	843				hypothetical protein
MNONLJBP_01614	CDS	477				hypothetical protein
MNONLJBP_01615	CDS	1875	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MNONLJBP_01616	CDS	939				hypothetical protein
MNONLJBP_01617	CDS	699				hypothetical protein
MNONLJBP_01618	CDS	1422	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MNONLJBP_01619	CDS	1383	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
MNONLJBP_01620	CDS	846				IS256 family transposase ISRo1
MNONLJBP_01621	CDS	105				hypothetical protein
MNONLJBP_01622	CDS	165				hypothetical protein
MNONLJBP_01623	CDS	1164				hypothetical protein
MNONLJBP_01624	CDS	537				PPE family protein PPE57
MNONLJBP_01625	CDS	1227	alr	5.1.1.1	COG0787	Alanine racemase
MNONLJBP_01626	CDS	507	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MNONLJBP_01627	CDS	636			COG1214	putative protein
MNONLJBP_01628	CDS	477	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
MNONLJBP_01629	CDS	1035	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MNONLJBP_01630	CDS	303	groS		COG0234	10 kDa chaperonin
MNONLJBP_01631	CDS	1620	groEL1		COG0459	60 kDa chaperonin 1
MNONLJBP_01632	CDS	309	whiB3			Redox- and pH-responsive transcriptional regulator WhiB3
MNONLJBP_01633	CDS	804				hypothetical protein
MNONLJBP_01634	CDS	675	sigD			ECF RNA polymerase sigma factor SigD
MNONLJBP_01635	CDS	900	rsdA			Anti-sigma-D factor RsdA
MNONLJBP_01636	CDS	411				putative protein
MNONLJBP_01637	CDS	1590	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MNONLJBP_01638	CDS	1128	guaB3	1.-.-.-	COG0516	putative oxidoreductase
MNONLJBP_01639	CDS	1737	choD	1.1.3.6	COG2303	Cholesterol oxidase
MNONLJBP_01640	CDS	402		3.1.-.-		Ribonuclease VapC47
MNONLJBP_01641	CDS	177				Antitoxin VapB47
MNONLJBP_01642	CDS	888		1.14.11.-	COG2175	Alpha-ketoglutarate-dependent sulfate ester dioxygenase
MNONLJBP_01643	CDS	567				HTH-type transcriptional repressor
MNONLJBP_01644	CDS	705		2.1.2.-	COG0223	dTDP-4-amino-4,6-dideoxyglucose formyltransferase
MNONLJBP_01645	CDS	1602				hypothetical protein
MNONLJBP_01646	CDS	1239			COG0399	Protein
MNONLJBP_01647	CDS	213				hypothetical protein
MNONLJBP_01648	CDS	2361		3.2.1.-	COG1554	putative glycosyl hydrolase
MNONLJBP_01649	CDS	789			COG0637	putative protein
MNONLJBP_01650	CDS	921		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
MNONLJBP_01651	CDS	1080		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
MNONLJBP_01652	CDS	909	crtB	2.5.1.-	COG1562	Phytoene synthase
MNONLJBP_01653	CDS	1530	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MNONLJBP_01654	CDS	687				hypothetical protein
MNONLJBP_01655	CDS	615				putative protein
MNONLJBP_01656	CDS	1581	dinB	2.7.7.7		DNA polymerase IV
MNONLJBP_01657	CDS	927	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
MNONLJBP_01658	CDS	864	cmaA1	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 1
MNONLJBP_01659	CDS	1953				hypothetical protein
MNONLJBP_01660	CDS	711		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
MNONLJBP_01661	CDS	873				hypothetical protein
MNONLJBP_01662	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
MNONLJBP_01663	CDS	636	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
MNONLJBP_01664	CDS	1521	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
MNONLJBP_01665	CDS	954				hypothetical protein
MNONLJBP_01666	CDS	1779	dnaK_1			Chaperone protein DnaK
MNONLJBP_01667	CDS	1230				hypothetical protein
MNONLJBP_01668	CDS	1287		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
MNONLJBP_01669	CDS	1167				hypothetical protein
MNONLJBP_01670	CDS	1377				hypothetical protein
MNONLJBP_01671	CDS	552				hypothetical protein
MNONLJBP_01672	CDS	1191		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MNONLJBP_01673	CDS	1659				hypothetical protein
MNONLJBP_01674	CDS	939				putative HTH-type transcriptional regulator
MNONLJBP_01675	CDS	195				hypothetical protein
MNONLJBP_01676	CDS	1296				hypothetical protein
MNONLJBP_01677	CDS	1338		2.3.1.20		Putative diacyglycerol O-acyltransferase
MNONLJBP_01678	CDS	693				putative protein
MNONLJBP_01679	CDS	1593			COG0025	putative Na(+)/H(+) exchanger
MNONLJBP_01680	CDS	849	cdh	3.6.1.26	COG2134	putative CDP-diacylglycerol pyrophosphatase
MNONLJBP_01681	CDS	234	lppO			Putative lipoprotein LppO
MNONLJBP_01682	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
MNONLJBP_01683	CDS	225				hypothetical protein
MNONLJBP_01684	CDS	741				hypothetical protein
MNONLJBP_01685	CDS	1164		4.4.1.13	COG1168	Putative cystathionine beta-lyase
MNONLJBP_01686	CDS	639				hypothetical protein
MNONLJBP_01687	CDS	903	dhmA1	3.8.1.5		Haloalkane dehalogenase 1
MNONLJBP_01688	CDS	453				putative protein
MNONLJBP_01689	CDS	1068		1.-.-.-	COG0667	putative oxidoreductase
MNONLJBP_01690	CDS	1944	htpG		COG0326	Chaperone protein HtpG
MNONLJBP_01691	CDS	819		3.-.-.-		putative metallo-hydrolase
MNONLJBP_01692	CDS	660	cut2	3.1.1.74		putative cutinase cut2
MNONLJBP_01693	CDS	243				putative protein
MNONLJBP_01694	CDS	924				hypothetical protein
MNONLJBP_01695	CDS	210				hypothetical protein
MNONLJBP_01696	CDS	1290			COG4908	putative protein
MNONLJBP_01697	CDS	264				hypothetical protein
MNONLJBP_01698	CDS	426				hypothetical protein
MNONLJBP_01699	CDS	822			COG1073	putative protein
MNONLJBP_01700	CDS	159				hypothetical protein
MNONLJBP_01701	CDS	717				hypothetical protein
MNONLJBP_01702	CDS	333				hypothetical protein
MNONLJBP_01703	CDS	93				hypothetical protein
MNONLJBP_01704	tRNA	75				tRNA-Met(cat)
MNONLJBP_01705	CDS	456	xerC_1			Tyrosine recombinase XerC
MNONLJBP_01706	CDS	168				hypothetical protein
MNONLJBP_01707	CDS	153				hypothetical protein
MNONLJBP_01708	CDS	342				hypothetical protein
MNONLJBP_01709	CDS	597				hypothetical protein
MNONLJBP_01710	CDS	270				hypothetical protein
MNONLJBP_01711	CDS	855			COG2128	putative protein
MNONLJBP_01712	CDS	1374				hypothetical protein
MNONLJBP_01713	CDS	1518				hypothetical protein
MNONLJBP_01714	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MNONLJBP_01715	CDS	825	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
MNONLJBP_01716	CDS	1323				hypothetical protein
MNONLJBP_01717	CDS	879			COG0589	Universal stress protein
MNONLJBP_01718	CDS	1398	yhdG_2		COG0531	putative amino acid permease YhdG
MNONLJBP_01719	CDS	546	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
MNONLJBP_01720	CDS	666	rocD2	2.6.1.13		Ornithine aminotransferase 2
MNONLJBP_01721	CDS	774		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
MNONLJBP_01722	CDS	447	asnC		COG1522	Regulatory protein AsnC
MNONLJBP_01723	CDS	849			COG0619	putative protein
MNONLJBP_01724	CDS	2094			COG1122	putative ABC transporter ATP-binding protein
MNONLJBP_01725	CDS	492				hypothetical protein
MNONLJBP_01726	CDS	1149				putative PE family protein PE23
MNONLJBP_01727	CDS	1548	narK_1		COG2223	Nitrate/nitrite transporter NarK
MNONLJBP_01728	CDS	528	lppP			Putative lipoprotein LppP
MNONLJBP_01729	CDS	387				hypothetical protein
MNONLJBP_01730	CDS	129				hypothetical protein
MNONLJBP_01731	CDS	1647	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
MNONLJBP_01732	CDS	1614	stp			Multidrug resistance protein Stp
MNONLJBP_01733	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
MNONLJBP_01734	CDS	690	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MNONLJBP_01735	CDS	150	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
MNONLJBP_01736	CDS	495	greA		COG0782	Transcription elongation factor GreA
MNONLJBP_01737	CDS	435				hypothetical protein
MNONLJBP_01738	CDS	867	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
MNONLJBP_01739	CDS	267				hypothetical protein
MNONLJBP_01740	CDS	2022				hypothetical protein
MNONLJBP_01741	CDS	729				hypothetical protein
MNONLJBP_01742	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
MNONLJBP_01743	CDS	96				hypothetical protein
MNONLJBP_01744	CDS	2349				hypothetical protein
MNONLJBP_01745	CDS	312				hypothetical protein
MNONLJBP_01746	CDS	306				hypothetical protein
MNONLJBP_01747	CDS	183				hypothetical protein
MNONLJBP_01748	CDS	456				hypothetical protein
MNONLJBP_01749	CDS	2562				hypothetical protein
MNONLJBP_01750	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
MNONLJBP_01751	CDS	1281	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
MNONLJBP_01752	CDS	828	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
MNONLJBP_01753	CDS	1302				hypothetical protein
MNONLJBP_01754	CDS	876				hypothetical protein
MNONLJBP_01755	CDS	882				hypothetical protein
MNONLJBP_01756	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MNONLJBP_01757	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
MNONLJBP_01758	CDS	645				hypothetical protein
MNONLJBP_01759	CDS	1158			COG0628	Putative transport protein
MNONLJBP_01760	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
MNONLJBP_01761	CDS	321	mazE3			Antitoxin MazE3
MNONLJBP_01762	CDS	690	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
MNONLJBP_01763	CDS	516	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
MNONLJBP_01764	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
MNONLJBP_01765	CDS	258	xseB_1	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MNONLJBP_01766	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MNONLJBP_01767	CDS	573				putative protein
MNONLJBP_01768	CDS	1035	ispH2_1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
MNONLJBP_01769	CDS	915				hypothetical protein
MNONLJBP_01770	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
MNONLJBP_01771	CDS	198				Antitoxin VapB32
MNONLJBP_01772	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
MNONLJBP_01773	CDS	699				hypothetical protein
MNONLJBP_01774	CDS	174				hypothetical protein
MNONLJBP_01775	CDS	276				hypothetical protein
MNONLJBP_01776	CDS	324				hypothetical protein
MNONLJBP_01777	CDS	711				hypothetical protein
MNONLJBP_01778	CDS	210				hypothetical protein
MNONLJBP_01779	CDS	201				hypothetical protein
MNONLJBP_01780	CDS	495				hypothetical protein
MNONLJBP_01781	CDS	1401	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
MNONLJBP_01782	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
MNONLJBP_01783	CDS	909	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
MNONLJBP_01784	CDS	906	ephA_1	3.3.2.10		Epoxide hydrolase A
MNONLJBP_01785	CDS	1230				hypothetical protein
MNONLJBP_01786	CDS	606				hypothetical protein
MNONLJBP_01787	CDS	1473	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
MNONLJBP_01788	CDS	1356				putative protein
MNONLJBP_01789	CDS	1461	prpR		COG1396	HTH-type transcriptional regulator PrpR
MNONLJBP_01790	CDS	1518		4.2.1.79		2-methylcitrate dehydratase
MNONLJBP_01791	CDS	1182	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
MNONLJBP_01792	CDS	1731				hypothetical protein
MNONLJBP_01793	CDS	2280	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MNONLJBP_01794	CDS	237				hypothetical protein
MNONLJBP_01795	CDS	1857				putative PPE family protein PPE40
MNONLJBP_01796	CDS	243	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
MNONLJBP_01797	CDS	342	caiD_3	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
MNONLJBP_01798	CDS	1017				hypothetical protein
MNONLJBP_01799	CDS	501				hypothetical protein
MNONLJBP_01800	CDS	450				hypothetical protein
MNONLJBP_01801	CDS	723				hypothetical protein
MNONLJBP_01802	CDS	807	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
MNONLJBP_01803	CDS	807	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
MNONLJBP_01804	CDS	1083	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MNONLJBP_01805	CDS	753		1.-.-.-		putative oxidoreductase
MNONLJBP_01806	CDS	132				hypothetical protein
MNONLJBP_01807	CDS	912	mmpL3_3		COG2409	Trehalose monomycolate exporter MmpL3
MNONLJBP_01808	CDS	1470	mmpL3_4		COG2409	Trehalose monomycolate exporter MmpL3
MNONLJBP_01809	CDS	651				hypothetical protein
MNONLJBP_01810	CDS	114				hypothetical protein
MNONLJBP_01811	CDS	861	fadB2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
MNONLJBP_01812	CDS	1287	icl	4.1.3.1	COG2224	Isocitrate lyase
MNONLJBP_01813	CDS	795			COG3884	putative protein
MNONLJBP_01814	CDS	1425	ramB		COG1396	HTH-type transcriptional regulator RamB
MNONLJBP_01815	CDS	573				hypothetical protein
MNONLJBP_01816	CDS	294				hypothetical protein
MNONLJBP_01817	CDS	1395	lpdC	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MNONLJBP_01818	CDS	573				hypothetical protein
MNONLJBP_01819	CDS	279				hypothetical protein
MNONLJBP_01820	CDS	492				hypothetical protein
MNONLJBP_01821	CDS	1524		1.2.1.3	COG1012	putative aldehyde dehydrogenase
MNONLJBP_01822	CDS	2031				hypothetical protein
MNONLJBP_01823	CDS	915				Putative enoyl-CoA hydratase EchA13
MNONLJBP_01824	CDS	447				hypothetical protein
MNONLJBP_01825	CDS	231				hypothetical protein
MNONLJBP_01826	CDS	324				hypothetical protein
MNONLJBP_01827	CDS	1557				putative PPE family protein PPE20
MNONLJBP_01828	CDS	762				hypothetical protein
MNONLJBP_01829	CDS	417	mmpS4			Siderophore export accessory protein MmpS4
MNONLJBP_01830	CDS	2904	mmpL4		COG2409	Siderophore exporter MmpL4
MNONLJBP_01831	CDS	1296				hypothetical protein
MNONLJBP_01832	CDS	732				hypothetical protein
MNONLJBP_01833	CDS	1284	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
MNONLJBP_01834	CDS	783				hypothetical protein
MNONLJBP_01835	CDS	564	sigK		COG1595	ECF RNA polymerase sigma factor SigK
MNONLJBP_01836	CDS	699	rskA			Anti-sigma-K factor RskA
MNONLJBP_01837	CDS	558				hypothetical protein
MNONLJBP_01838	CDS	1413				putative PPE family protein PPE10
MNONLJBP_01839	CDS	429				putative protein
MNONLJBP_01840	CDS	1623	groEL2		COG0459	60 kDa chaperonin 2
MNONLJBP_01841	CDS	936				hypothetical protein
MNONLJBP_01842	CDS	1179	moaE2_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
MNONLJBP_01843	CDS	696	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MNONLJBP_01844	CDS	861				hypothetical protein
MNONLJBP_01845	CDS	2187	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MNONLJBP_01846	CDS	654				hypothetical protein
MNONLJBP_01847	CDS	1068		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
MNONLJBP_01848	CDS	723	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
MNONLJBP_01849	CDS	495				hypothetical protein
MNONLJBP_01850	CDS	309				hypothetical protein
MNONLJBP_01851	CDS	594	def_1	3.5.1.88	COG0242	Peptide deformylase
MNONLJBP_01852	CDS	909				hypothetical protein
MNONLJBP_01853	CDS	876	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
MNONLJBP_01854	CDS	444				hypothetical protein
MNONLJBP_01855	CDS	4620	ctpI_3	3.6.3.-	COG0474	putative cation-transporting ATPase I
MNONLJBP_01856	CDS	276				hypothetical protein
MNONLJBP_01857	CDS	1644	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
MNONLJBP_01858	CDS	828	thiD_1	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
MNONLJBP_01859	CDS	630				hypothetical protein
MNONLJBP_01860	CDS	342				hypothetical protein
MNONLJBP_01861	CDS	1443				hypothetical protein
MNONLJBP_01862	CDS	1503	lpqL	3.4.11.1	COG2234	putative lipoprotein aminopeptidase LpqL
MNONLJBP_01863	CDS	153				hypothetical protein
MNONLJBP_01864	CDS	759	thiG_1	2.8.1.10	COG2022	Thiazole synthase
MNONLJBP_01865	CDS	207				hypothetical protein
MNONLJBP_01866	CDS	1023	thiO	1.4.3.19	COG0665	Glycine oxidase
MNONLJBP_01867	CDS	669	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MNONLJBP_01868	CDS	621	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
MNONLJBP_01869	CDS	1212				hypothetical protein
MNONLJBP_01870	CDS	987				hypothetical protein
MNONLJBP_01871	CDS	2253	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
MNONLJBP_01872	CDS	1158	ackA_1	2.7.2.1	COG0282	Acetate kinase
MNONLJBP_01873	CDS	2073	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
MNONLJBP_01874	CDS	1011	fgd1_1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
MNONLJBP_01875	CDS	1332				PPE family protein PPE34
MNONLJBP_01876	CDS	207				hypothetical protein
MNONLJBP_01877	CDS	1383	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
MNONLJBP_01878	CDS	1599		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
MNONLJBP_01879	CDS	492				hypothetical protein
MNONLJBP_01880	CDS	672				hypothetical protein
MNONLJBP_01881	CDS	2592		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
MNONLJBP_01882	CDS	1431	pknF	2.7.11.1	COG0515	Serine/threonine-protein kinase PknF
MNONLJBP_01883	CDS	612	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
MNONLJBP_01884	CDS	315				hypothetical protein
MNONLJBP_01885	CDS	1701	pknE	2.7.11.1	COG0515	Serine/threonine-protein kinase PknE
MNONLJBP_01886	CDS	738				hypothetical protein
MNONLJBP_01887	CDS	249		3.1.-.-	COG3742	Ribonuclease VapC30
MNONLJBP_01888	CDS	213	vapB		COG4423	Antitoxin VapB
MNONLJBP_01889	CDS	1683			COG0659	putative sulfate transporter
MNONLJBP_01890	CDS	333				putative protein
MNONLJBP_01891	CDS	1188	narK2		COG2223	putative nitrate/nitrite transporter NarK2
MNONLJBP_01892	CDS	1959	narX_1		COG2180	Nitrate reductase-like protein NarX
MNONLJBP_01893	CDS	243				hypothetical protein
MNONLJBP_01894	CDS	594			COG1275	putative membrane protein
MNONLJBP_01895	CDS	201				hypothetical protein
MNONLJBP_01896	CDS	243			COG0508	putative protein
MNONLJBP_01897	CDS	597				putative membrane protein
MNONLJBP_01898	CDS	549				hypothetical protein
MNONLJBP_01899	CDS	1557	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
MNONLJBP_01900	CDS	1353	yfeW_2	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
MNONLJBP_01901	CDS	939		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
MNONLJBP_01902	CDS	771				hypothetical protein
MNONLJBP_01903	CDS	570				hypothetical protein
MNONLJBP_01904	CDS	1386		1.5.3.6		6-hydroxy-D-nicotine oxidase
MNONLJBP_01905	CDS	711				hypothetical protein
MNONLJBP_01906	CDS	417				hypothetical protein
MNONLJBP_01907	CDS	1248	nylB	3.5.1.46		6-aminohexanoate-dimer hydrolase
MNONLJBP_01908	CDS	1485				hypothetical protein
